"Type","ChemID","Chemical","District","YearDisp","NumDisps","NumPpl","NHIComp"
"Dispensings","1057","Amiodarone hydrochloride","West Coast",2024,"373","51",100
"Dispensings","1057","Amiodarone hydrochloride","South Canterbury",2024,"749","82",100
"Dispensings","1057","Amiodarone hydrochloride","New Zealand",2024,"65270","8859",100
"Initial dispensings","3884","Amisulpride","Capital & Coast",2020,"734","143",100
"Initial dispensings","3884","Amisulpride","Counties Manukau",2020,"975","204",100
"Initial dispensings","3884","Amisulpride","Waitemata",2020,"772","182",100
"Initial dispensings","3884","Amisulpride","Canterbury",2020,"528","121",100
"Initial dispensings","3884","Amisulpride","Southern",2020,"720","163",100
"Initial dispensings","3884","Amisulpride","Auckland",2020,"1069","229",100
"Initial dispensings","3884","Amisulpride","Northland",2020,"263","54",100
"Initial dispensings","3884","Amisulpride","Waikato",2020,"496","111",100
"Initial dispensings","3884","Amisulpride","Taranaki",2020,"103","23",100
"Initial dispensings","3884","Amisulpride","Hutt Valley",2020,"323","70",100
"Initial dispensings","3884","Amisulpride","Whanganui",2020,"76","19",100
"Initial dispensings","3884","Amisulpride","Bay of Plenty",2020,"232","56",100
"Initial dispensings","3884","Amisulpride","Hawke's Bay",2020,"169","31",100
"Initial dispensings","3884","Amisulpride","South Canterbury",2020,"71","18",100
"Initial dispensings","3884","Amisulpride","Nelson Marlborough",2020,"132","29",100
"Initial dispensings","3884","Amisulpride","MidCentral",2020,"213","49",100
"Initial dispensings","3884","Amisulpride","West Coast",2020,"10","<6",100
"Initial dispensings","3884","Amisulpride","Lakes",2020,"138","35",100
"Initial dispensings","3884","Amisulpride","Wairarapa",2020,"52","13",100
"Initial dispensings","3884","Amisulpride","Tairawhiti",2020,"44","10",100
"Initial dispensings","3884","Amisulpride","New Zealand",2020,"7120","1562",100
"Initial dispensings","3884","Amisulpride","Southern",2021,"659","156",100
"Initial dispensings","3884","Amisulpride","South Canterbury",2021,"65","17",100
"Initial dispensings","3884","Amisulpride","Hawke's Bay",2021,"139","30",100
"Initial dispensings","3884","Amisulpride","Bay of Plenty",2021,"231","56",100
"Initial dispensings","3884","Amisulpride","Wairarapa",2021,"59","13",100
"Initial dispensings","3884","Amisulpride","Canterbury",2021,"568","126",100
"Initial dispensings","3884","Amisulpride","Counties Manukau",2021,"1015","200",100
"Initial dispensings","3884","Amisulpride","Auckland",2021,"1207","264",100
"Initial dispensings","3884","Amisulpride","Capital & Coast",2021,"916","156",100
"Initial dispensings","3884","Amisulpride","Waitemata",2021,"674","154",100
"Initial dispensings","3884","Amisulpride","Whanganui",2021,"70","17",100
"Initial dispensings","3884","Amisulpride","Nelson Marlborough",2021,"135","29",100
"Initial dispensings","3884","Amisulpride","MidCentral",2021,"250","64",100
"Initial dispensings","3884","Amisulpride","Hutt Valley",2021,"305","54",100
"Initial dispensings","3884","Amisulpride","Waikato",2021,"431","99",100
"Initial dispensings","3884","Amisulpride","Northland",2021,"281","70",100
"Initial dispensings","3884","Amisulpride","Taranaki",2021,"141","29",100
"Initial dispensings","3884","Amisulpride","Lakes",2021,"140","33",100
"Initial dispensings","3884","Amisulpride","Tairawhiti",2021,"66","13",100
"Initial dispensings","3884","Amisulpride","West Coast",2021,"8","<6",100
"Initial dispensings","3884","Amisulpride","New Zealand",2021,"7360","1582",100
"Initial dispensings","3884","Amisulpride","Counties Manukau",2022,"986","198",100
"Initial dispensings","3884","Amisulpride","Southern",2022,"651","144",100
"Initial dispensings","3884","Amisulpride","Taranaki",2022,"140","29",100
"Initial dispensings","3884","Amisulpride","Auckland",2022,"1329","280",100
"Initial dispensings","3884","Amisulpride","Canterbury",2022,"601","136",100
"Initial dispensings","3884","Amisulpride","Waikato",2022,"469","113",100
"Initial dispensings","3884","Amisulpride","Hutt Valley",2022,"235","54",100
"Initial dispensings","3884","Amisulpride","Tairawhiti",2022,"53","12",100
"Initial dispensings","3884","Amisulpride","Capital & Coast",2022,"1128","155",100
"Initial dispensings","3884","Amisulpride","Northland",2022,"402","90",100
"Initial dispensings","3884","Amisulpride","Waitemata",2022,"755","188",100
"Initial dispensings","3884","Amisulpride","South Canterbury",2022,"67","14",100
"Initial dispensings","3884","Amisulpride","Hawke's Bay",2022,"139","29",100
"Initial dispensings","3884","Amisulpride","Lakes",2022,"131","29",100
"Initial dispensings","3884","Amisulpride","Bay of Plenty",2022,"275","65",100
"Initial dispensings","3884","Amisulpride","MidCentral",2022,"266","63",100
"Initial dispensings","3884","Amisulpride","Wairarapa",2022,"101","19",100
"Initial dispensings","3884","Amisulpride","Nelson Marlborough",2022,"116","30",100
"Initial dispensings","3884","Amisulpride","Whanganui",2022,"58","15",100
"Initial dispensings","3884","Amisulpride","West Coast",2022,"<6","<6",100
"Initial dispensings","3884","Amisulpride","New Zealand",2022,"7907","1664",100
"Initial dispensings","3884","Amisulpride","Waikato",2023,"507","121",100
"Initial dispensings","3884","Amisulpride","Southern",2023,"643","136",100
"Initial dispensings","3884","Amisulpride","Hawke's Bay",2023,"139","30",100
"Initial dispensings","3884","Amisulpride","Bay of Plenty",2023,"281","57",100
"Initial dispensings","3884","Amisulpride","Waitemata",2023,"767","175",100
"Initial dispensings","3884","Amisulpride","Capital & Coast",2023,"1053","156",100
"Initial dispensings","3884","Amisulpride","Northland",2023,"456","95",100
"Initial dispensings","3884","Amisulpride","Counties Manukau",2023,"1062","211",100
"Initial dispensings","3884","Amisulpride","Auckland",2023,"1393","288",100
"Initial dispensings","3884","Amisulpride","Hutt Valley",2023,"241","50",100
"Initial dispensings","3884","Amisulpride","Canterbury",2023,"577","138",100
"Initial dispensings","3884","Amisulpride","Nelson Marlborough",2023,"187","35",100
"Initial dispensings","3884","Amisulpride","Wairarapa",2023,"54","14",100
"Initial dispensings","3884","Amisulpride","MidCentral",2023,"291","65",100
"Initial dispensings","3884","Amisulpride","Lakes",2023,"146","33",100
"Initial dispensings","3884","Amisulpride","Whanganui",2023,"88","22",100
"Initial dispensings","3884","Amisulpride","Taranaki",2023,"176","37",100
"Initial dispensings","3884","Amisulpride","South Canterbury",2023,"66","16",100
"Initial dispensings","3884","Amisulpride","Tairawhiti",2023,"35","9",100
"Initial dispensings","3884","Amisulpride","West Coast",2023,"13","<6",100
"Initial dispensings","3884","Amisulpride","New Zealand",2023,"8175","1691",100
"Initial dispensings","3884","Amisulpride","Waitemata",2024,"781","170",100
"Initial dispensings","3884","Amisulpride","Counties Manukau",2024,"1084","199",100
"Initial dispensings","3884","Amisulpride","Hawke's Bay",2024,"169","32",100
"Initial dispensings","3884","Amisulpride","Auckland",2024,"1268","254",100
"Initial dispensings","3884","Amisulpride","Capital & Coast",2024,"1212","145",100
"Initial dispensings","3884","Amisulpride","Southern",2024,"622","130",100
"Initial dispensings","3884","Amisulpride","Bay of Plenty",2024,"231","51",100
"Initial dispensings","3884","Amisulpride","Waikato",2024,"542","124",100
"Initial dispensings","3884","Amisulpride","Tairawhiti",2024,"31","9",100
"Initial dispensings","3884","Amisulpride","Nelson Marlborough",2024,"165","39",100
"Initial dispensings","3884","Amisulpride","Northland",2024,"553","105",100
"Initial dispensings","3884","Amisulpride","Hutt Valley",2024,"197","42",100
"Initial dispensings","3884","Amisulpride","Taranaki",2024,"217","38",100
"Initial dispensings","3884","Amisulpride","Canterbury",2024,"648","140",100
"Initial dispensings","3884","Amisulpride","MidCentral",2024,"247","52",100
"Initial dispensings","3884","Amisulpride","West Coast",2024,"11","<6",100
"Initial dispensings","3884","Amisulpride","Whanganui",2024,"127","26",100
"Initial dispensings","3884","Amisulpride","Lakes",2024,"168","37",100
"Initial dispensings","3884","Amisulpride","Wairarapa",2024,"78","15",100
"Initial dispensings","3884","Amisulpride","South Canterbury",2024,"55","14",100
"Initial dispensings","3884","Amisulpride","New Zealand",2024,"8406","1625",100
"Dispensings","3884","Amisulpride","Capital & Coast",2020,"3316","143",100
"Dispensings","3884","Amisulpride","Counties Manukau",2020,"3018","209",100
"Dispensings","3884","Amisulpride","Waitemata",2020,"2789","183",100
"Dispensings","3884","Amisulpride","Canterbury",2020,"4180","124",100
"Dispensings","3884","Amisulpride","Southern",2020,"3316","164",100
"Dispensings","3884","Amisulpride","Auckland",2020,"4587","235",100
"Dispensings","3884","Amisulpride","Northland",2020,"838","55",100
"Dispensings","3884","Amisulpride","Waikato",2020,"1689","111",100
"Dispensings","3884","Amisulpride","Taranaki",2020,"561","23",100
"Dispensings","3884","Amisulpride","Hutt Valley",2020,"1049","70",100
"Dispensings","3884","Amisulpride","Whanganui",2020,"348","19",100
"Dispensings","3884","Amisulpride","Bay of Plenty",2020,"986","57",100
"Dispensings","3884","Amisulpride","Hawke's Bay",2020,"2882","31",100
"Dispensings","3884","Amisulpride","South Canterbury",2020,"288","18",100
"Dispensings","3884","Amisulpride","Nelson Marlborough",2020,"590","30",100
"Dispensings","3884","Amisulpride","MidCentral",2020,"1051","50",100
"Dispensings","3884","Amisulpride","West Coast",2020,"56","<6",100
"Dispensings","3884","Amisulpride","Lakes",2020,"321","35",100
"Dispensings","3884","Amisulpride","Wairarapa",2020,"186","13",100
"Dispensings","3884","Amisulpride","Tairawhiti",2020,"772","10",100
"Dispensings","3884","Amisulpride","New Zealand",2020,"32823","1582",100
"Dispensings","3884","Amisulpride","Southern",2021,"3108","157",100
"Dispensings","3884","Amisulpride","South Canterbury",2021,"261","18",100
"Dispensings","3884","Amisulpride","Hawke's Bay",2021,"4177","30",100
"Dispensings","3884","Amisulpride","Bay of Plenty",2021,"795","57",100
"Dispensings","3884","Amisulpride","Wairarapa",2021,"178","13",100
"Dispensings","3884","Amisulpride","Canterbury",2021,"4168","129",100
"Dispensings","3884","Amisulpride","Counties Manukau",2021,"3432","203",100
"Dispensings","3884","Amisulpride","Auckland",2021,"4982","267",100
"Dispensings","3884","Amisulpride","Capital & Coast",2021,"3787","158",100
"Dispensings","3884","Amisulpride","Waitemata",2021,"2640","160",100
"Dispensings","3884","Amisulpride","Whanganui",2021,"359","18",100
"Dispensings","3884","Amisulpride","Nelson Marlborough",2021,"574","30",100
"Dispensings","3884","Amisulpride","MidCentral",2021,"1171","65",100
"Dispensings","3884","Amisulpride","Hutt Valley",2021,"1155","57",100
"Dispensings","3884","Amisulpride","Waikato",2021,"1599","101",100
"Dispensings","3884","Amisulpride","Northland",2021,"1053","70",100
"Dispensings","3884","Amisulpride","Taranaki",2021,"584","30",100
"Dispensings","3884","Amisulpride","Lakes",2021,"342","33",100
"Dispensings","3884","Amisulpride","Tairawhiti",2021,"1460","13",100
"Dispensings","3884","Amisulpride","West Coast",2021,"59","<6",100
"Dispensings","3884","Amisulpride","New Zealand",2021,"35884","1611",100
"Dispensings","3884","Amisulpride","Counties Manukau",2022,"3528","201",100
"Dispensings","3884","Amisulpride","Southern",2022,"2696","148",100
"Dispensings","3884","Amisulpride","Taranaki",2022,"564","30",100
"Dispensings","3884","Amisulpride","Auckland",2022,"5186","290",100
"Dispensings","3884","Amisulpride","Canterbury",2022,"4378","137",100
"Dispensings","3884","Amisulpride","Waikato",2022,"1749","115",100
"Dispensings","3884","Amisulpride","Hutt Valley",2022,"936","54",100
"Dispensings","3884","Amisulpride","Tairawhiti",2022,"1270","12",100
"Dispensings","3884","Amisulpride","Capital & Coast",2022,"4189","158",100
"Dispensings","3884","Amisulpride","Northland",2022,"1669","92",100
"Dispensings","3884","Amisulpride","Waitemata",2022,"2730","190",100
"Dispensings","3884","Amisulpride","South Canterbury",2022,"212","14",100
"Dispensings","3884","Amisulpride","Hawke's Bay",2022,"4623","29",100
"Dispensings","3884","Amisulpride","Lakes",2022,"326","29",100
"Dispensings","3884","Amisulpride","Bay of Plenty",2022,"1003","67",100
"Dispensings","3884","Amisulpride","MidCentral",2022,"1404","64",100
"Dispensings","3884","Amisulpride","Wairarapa",2022,"281","20",100
"Dispensings","3884","Amisulpride","Nelson Marlborough",2022,"439","31",100
"Dispensings","3884","Amisulpride","Whanganui",2022,"429","15",100
"Dispensings","3884","Amisulpride","West Coast",2022,"54","<6",100
"Dispensings","3884","Amisulpride","New Zealand",2022,"37666","1697",100
"Dispensings","3884","Amisulpride","Waikato",2023,"1723","125",100
"Dispensings","3884","Amisulpride","Southern",2023,"2696","141",100
"Dispensings","3884","Amisulpride","Hawke's Bay",2023,"3918","31",100
"Dispensings","3884","Amisulpride","Bay of Plenty",2023,"988","57",100
"Dispensings","3884","Amisulpride","Waitemata",2023,"2996","178",100
"Dispensings","3884","Amisulpride","Capital & Coast",2023,"4108","157",100
"Dispensings","3884","Amisulpride","Northland",2023,"1936","97",100
"Dispensings","3884","Amisulpride","Counties Manukau",2023,"3939","219",100
"Dispensings","3884","Amisulpride","Auckland",2023,"5584","297",100
"Dispensings","3884","Amisulpride","Hutt Valley",2023,"942","52",100
"Dispensings","3884","Amisulpride","Canterbury",2023,"3960","143",100
"Dispensings","3884","Amisulpride","Nelson Marlborough",2023,"674","35",100
"Dispensings","3884","Amisulpride","Wairarapa",2023,"236","15",100
"Dispensings","3884","Amisulpride","MidCentral",2023,"2276","67",100
"Dispensings","3884","Amisulpride","Lakes",2023,"366","33",100
"Dispensings","3884","Amisulpride","Whanganui",2023,"569","22",100
"Dispensings","3884","Amisulpride","Taranaki",2023,"739","37",100
"Dispensings","3884","Amisulpride","South Canterbury",2023,"192","16",100
"Dispensings","3884","Amisulpride","Tairawhiti",2023,"961","9",100
"Dispensings","3884","Amisulpride","West Coast",2023,"75","<6",100
"Dispensings","3884","Amisulpride","New Zealand",2023,"38878","1734",100
"Dispensings","3884","Amisulpride","Waitemata",2024,"3003","173",100
"Dispensings","3884","Amisulpride","Counties Manukau",2024,"4351","206",100
"Dispensings","3884","Amisulpride","Hawke's Bay",2024,"3410","33",100
"Dispensings","3884","Amisulpride","Auckland",2024,"5092","262",100
"Dispensings","3884","Amisulpride","Capital & Coast",2024,"4084","149",100
"Dispensings","3884","Amisulpride","Southern",2024,"2475","131",100
"Dispensings","3884","Amisulpride","Bay of Plenty",2024,"790","51",100
"Dispensings","3884","Amisulpride","Waikato",2024,"1941","129",100
"Dispensings","3884","Amisulpride","Tairawhiti",2024,"646","9",100
"Dispensings","3884","Amisulpride","Nelson Marlborough",2024,"647","40",100
"Dispensings","3884","Amisulpride","Northland",2024,"2361","106",100
"Dispensings","3884","Amisulpride","Hutt Valley",2024,"845","42",100
